group,value
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6056.00
variant,0.00
variant,0.00
variant,5112.00
variant,0.00
variant,0.00
variant,1327.00
variant,0.00
variant,25.00
variant,2210.00
variant,15285.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,70.00
variant,0.00
variant,9647.00
variant,0.00
variant,3291.00
variant,0.00
variant,7959.00
variant,4024.00
variant,0.00
variant,0.00
variant,9704.00
variant,0.00
variant,799.00
variant,0.00
variant,2731.00
variant,0.00
variant,0.00
variant,0.00
variant,1757.00
variant,0.00
variant,2170.00
variant,13438.00
variant,0.00
variant,1665.00
variant,12.00
variant,0.00
variant,30.00
variant,3318.00
variant,0.00
variant,0.00
variant,0.00
variant,221.00
variant,1791.00
variant,3384.00
variant,0.00
variant,0.00
variant,2706.00
variant,0.00
variant,0.00
variant,15381.00
variant,7918.00
variant,1674.00
variant,89383.00
variant,1127.00
variant,0.00
variant,0.00
variant,0.00
variant,3028.00
variant,0.00
variant,3655.00
variant,0.00
variant,0.00
variant,2021.00
variant,0.00
variant,12614.00
variant,2949.00
variant,19299.00
variant,0.00
variant,0.00
variant,9924.00
variant,0.00
variant,0.00
variant,894.00
variant,0.00
variant,0.00
variant,1086.00
variant,0.00
variant,0.00
variant,0.00
variant,14343.00
variant,0.00
variant,40181.00
variant,4673.00
variant,0.00
variant,0.00
variant,27.00
variant,0.00
variant,0.00
variant,46642.00
variant,0.00
variant,1530.00
variant,0.00
variant,0.00
variant,0.00
variant,5179.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5352.00
variant,0.00
variant,11968.00
variant,6615.00
variant,8492.00
variant,0.00
variant,0.00
variant,5154.00
variant,8982.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,180.00
variant,17919.00
variant,18407.00
variant,23782.00
variant,122.00
variant,405.00
variant,24913.00
variant,3585.00
variant,5.00
variant,0.00
variant,0.00
variant,2016.00
variant,0.00
variant,19977.00
variant,7597.00
variant,0.00
variant,54658.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,60221.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,26239.00
variant,8568.00
variant,1060.00
variant,197709.00
variant,41676.00
variant,0.00
variant,88244.00
variant,587.00
variant,40902.00
variant,0.00
variant,158.00
variant,0.00
variant,0.00
variant,128.00
variant,231.00
variant,0.00
variant,0.00
variant,3.00
variant,2533.00
variant,3588.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,42.00
variant,0.00
variant,1706.00
variant,1957.00
variant,20300.00
variant,0.00
variant,2075.00
variant,24.00
variant,40255.00
variant,0.00
variant,577.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1112.00
variant,0.00
variant,7201.00
variant,5022.00
variant,1946.00
variant,102.00
variant,0.00
variant,3945.00
variant,0.00
variant,26684.00
variant,0.00
variant,11741.00
variant,7.00
variant,0.00
variant,1914.00
variant,9471.00
variant,1181.00
variant,11434.00
variant,0.00
variant,0.00
variant,0.00
variant,3.00
variant,0.00
variant,1669.00
variant,0.00
variant,4946.00
variant,0.00
variant,18956.00
variant,0.00
variant,813.00
variant,15692.00
variant,3949.00
variant,8.00
variant,12464.00
variant,728.00
variant,0.00
variant,0.00
variant,0.00
variant,72183.00
variant,0.00
variant,1166.00
variant,0.00
variant,38230.00
variant,2693.00
variant,8051.00
variant,0.00
variant,0.00
variant,0.00
variant,8064.00
variant,7563.00
variant,0.00
variant,1245.00
variant,1895.00
variant,0.00
variant,0.00
variant,3172.00
variant,3187.00
variant,5802.00
variant,8.00
variant,5709.00
variant,7762.00
variant,9467.00
variant,0.00
variant,519.00
variant,6433.00
variant,770.00
variant,1051.00
variant,1082.00
variant,7777.00
variant,1650.00
variant,1003.00
variant,0.00
variant,155163.00
variant,3104.00
variant,6.00
variant,11536.00
variant,0.00
variant,0.00
variant,0.00
variant,6917.00
variant,3784.00
variant,3108.00
variant,765.00
variant,489.00
variant,43.00
variant,13844.00
variant,0.00
variant,13870.00
variant,2321.00
variant,0.00
variant,6171.00
variant,0.00
variant,5867.00
variant,0.00
variant,0.00
variant,6660.00
variant,4490.00
variant,0.00
variant,19032.00
variant,120.00
variant,0.00
variant,0.00
variant,18571.00
variant,0.00
variant,0.00
variant,6226.00
variant,16805.00
variant,0.00
variant,0.00
variant,2443.00
variant,0.00
variant,11155.00
variant,0.00
variant,0.00
variant,0.00
variant,40.00
variant,0.00
variant,361.00
variant,0.00
variant,30.00
variant,0.00
variant,0.00
variant,767.00
variant,0.00
variant,0.00
variant,1352.00
variant,8212.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8.00
variant,388.00
variant,48795.00
variant,22975.00
variant,50.00
variant,4794.00
variant,0.00
variant,3999.00
variant,11678.00
variant,1238.00
variant,0.00
variant,0.00
variant,0.00
variant,2615.00
variant,36077.00
variant,0.00
variant,0.00
variant,26261.00
variant,50.00
variant,2248.00
variant,9902.00
variant,0.00
variant,1352.00
variant,6376.00
variant,0.00
variant,0.00
variant,40856.00
variant,0.00
variant,0.00
variant,0.00
variant,102783.00
variant,0.00
variant,0.00
variant,52873.00
variant,0.00
variant,0.00
variant,9895.00
variant,0.00
variant,9999.00
variant,0.00
variant,0.00
variant,5511.00
variant,0.00
variant,11.00
variant,0.00
variant,0.00
variant,44.00
variant,7009.00
variant,0.00
variant,8918.00
variant,16839.00
variant,4698.00
variant,0.00
variant,0.00
variant,32.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3721.00
variant,0.00
variant,43103.00
variant,1026.00
variant,0.00
variant,24503.00
variant,972.00
variant,0.00
variant,0.00
variant,1710.00
variant,9595.00
variant,0.00
variant,129.00
variant,17740.00
variant,720.00
variant,1364.00
variant,1697.00
variant,6734.00
variant,58386.00
variant,7790.00
variant,1752.00
variant,0.00
variant,815.00
variant,3601.00
variant,98.00
variant,0.00
variant,0.00
variant,1467.00
variant,37521.00
variant,90123.00
variant,0.00
variant,0.00
variant,10665.00
variant,3043.00
variant,57777.00
variant,9.00
variant,0.00
variant,6887.00
variant,0.00
variant,13011.00
variant,8088.00
variant,0.00
variant,1421.00
variant,0.00
variant,1726.00
variant,0.00
variant,35499.00
variant,3712.00
variant,0.00
variant,40524.00
variant,6.00
variant,0.00
variant,0.00
variant,46302.00
variant,6731.00
variant,0.00
variant,21.00
variant,0.00
variant,0.00
variant,0.00
variant,1680.00
variant,40248.00
variant,0.00
variant,0.00
variant,6938.00
variant,0.00
variant,0.00
variant,0.00
variant,2129.00
variant,0.00
variant,0.00
variant,0.00
variant,13.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,6561.00
variant,0.00
variant,739.00
variant,0.00
variant,5417.00
variant,187.00
variant,0.00
variant,0.00
variant,2820.00
variant,0.00
variant,31167.00
variant,259.00
variant,2637.00
variant,19.00
variant,25374.00
variant,0.00
variant,63782.00
variant,0.00
variant,0.00
variant,0.00
variant,1652.00
variant,45379.00
variant,72.00
variant,5157.00
variant,32.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,10.00
variant,0.00
variant,815.00
variant,346.00
variant,0.00
variant,0.00
variant,1756.00
variant,17.00
variant,0.00
variant,0.00
variant,49.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3874.00
variant,810.00
variant,4962.00
variant,1204.00
variant,0.00
variant,0.00
variant,3590.00
variant,0.00
variant,9.00
variant,0.00
variant,1663.00
variant,0.00
variant,66650.00
variant,997.00
variant,0.00
variant,10790.00
variant,7251.00
variant,0.00
variant,0.00
variant,184174.00
variant,9997.00
variant,0.00
variant,0.00
variant,157358.00
variant,0.00
variant,1722.00
variant,0.00
variant,0.00
variant,175.00
variant,0.00
variant,15735.00
variant,3191.00
variant,501.00
variant,8105.00
variant,1690.00
variant,0.00
variant,0.00
variant,0.00
variant,744.00
variant,0.00
variant,0.00
variant,0.00
variant,10795.00
variant,5075.00
variant,0.00
variant,2243.00
variant,0.00
variant,8618.00
variant,3349.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,16.00
variant,1470.00
variant,0.00
variant,5011.00
variant,0.00
variant,0.00
variant,1763.00
variant,9070.00
variant,10810.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,32905.00
variant,0.00
variant,3487.00
variant,15985.00
variant,9724.00
variant,8225.00
variant,0.00
variant,45965.00
variant,119.00
variant,0.00
variant,0.00
variant,0.00
variant,4319.00
variant,3553.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,108.00
variant,0.00
variant,0.00
variant,34631.00
variant,780.00
variant,4075.00
variant,1667.00
variant,0.00
variant,7.00
variant,0.00
variant,19255.00
variant,0.00
variant,145.00
variant,0.00
variant,0.00
variant,32.00
variant,0.00
variant,4976.00
variant,10528.00
variant,0.00
variant,0.00
variant,48007.00
variant,0.00
variant,0.00
variant,3995.00
variant,39985.00
variant,0.00
variant,0.00
variant,22214.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,307.00
variant,21171.00
variant,1165.00
variant,6.00
variant,1126.00
variant,1949.00
variant,0.00
variant,0.00
variant,0.00
variant,6.00
variant,0.00
variant,0.00
variant,0.00
variant,677.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,50664.00
variant,0.00
variant,11.00
variant,0.00
variant,0.00
variant,24825.00
variant,10808.00
variant,0.00
variant,1710.00
variant,12644.00
variant,0.00
variant,0.00
variant,5269.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,9.00
variant,11582.00
variant,0.00
variant,14456.00
variant,2448.00
variant,0.00
variant,0.00
variant,0.00
variant,1650.00
variant,3761.00
variant,8937.00
variant,0.00
variant,4052.00
variant,17.00
variant,0.00
variant,0.00
variant,0.00
variant,47.00
variant,28017.00
variant,1220.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,34132.00
variant,0.00
variant,3672.00
variant,10619.00
variant,1799.00
variant,949.00
variant,0.00
variant,0.00
variant,3386.00
variant,0.00
variant,0.00
variant,3276.00
variant,62969.00
variant,0.00
variant,6875.00
variant,450.00
variant,0.00
variant,1779.00
variant,0.00
variant,15568.00
variant,32.00
variant,946.00
variant,44.00
variant,14544.00
variant,624.00
variant,93029.00
variant,0.00
variant,3213.00
variant,6104.00
variant,0.00
variant,308953.00
variant,0.00
variant,21371.00
variant,55362.00
variant,910.00
variant,3.00
variant,0.00
variant,0.00
variant,0.00
variant,25.00
variant,25624.00
variant,0.00
variant,666.00
variant,0.00
variant,0.00
variant,0.00
variant,106893.00
variant,38049.00
variant,45868.00
variant,0.00
variant,3531.00
variant,0.00
variant,1792.00
variant,6451.00
variant,585.00
variant,9805.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,14544.00
variant,26556.00
variant,0.00
variant,0.00
variant,2306.00
variant,16515.00
variant,20356.00
variant,34.00
variant,825.00
variant,0.00
variant,21657.00
variant,154.00
variant,210.00
variant,0.00
variant,0.00
variant,1654.00
variant,0.00
variant,2429.00
variant,7408.00
variant,19645.00
variant,0.00
variant,62248.00
variant,0.00
variant,220.00
variant,0.00
variant,21711.00
variant,131.00
variant,4241.00
variant,0.00
variant,7754.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,120.00
variant,0.00
variant,0.00
variant,6741.00
variant,3904.00
variant,1537.00
variant,35.00
variant,22401.00
variant,35885.00
variant,251.00
variant,3454.00
variant,0.00
variant,3595.00
variant,18.00
variant,1336.00
variant,8760.00
variant,45898.00
variant,5048.00
variant,0.00
variant,7397.00
variant,38521.00
variant,130.00
variant,0.00
variant,47.00
variant,0.00
variant,0.00
variant,0.00
variant,8354.00
variant,2808.00
variant,6983.00
variant,1807.00
variant,266.00
variant,3.00
variant,0.00
variant,2836.00
variant,0.00
variant,26369.00
variant,2246.00
variant,329.00
variant,0.00
variant,0.00
variant,0.00
variant,3473.00
variant,106193.00
variant,9472.00
variant,974.00
variant,0.00
variant,6630.00
variant,755.00
variant,16457.00
variant,3281.00
variant,4014.00
variant,3508.00
variant,7796.00
variant,0.00
variant,0.00
variant,0.00
variant,36647.00
variant,26444.00
variant,0.00
variant,12388.00
variant,0.00
variant,5750.00
variant,22251.00
variant,0.00
variant,55397.00
variant,12856.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,60865.00
variant,129.00
variant,28.00
variant,22024.00
variant,9825.00
variant,3711.00
variant,0.00
variant,15156.00
variant,0.00
variant,810.00
variant,1719.00
variant,29.00
variant,0.00
variant,0.00
variant,0.00
variant,7628.00
variant,0.00
variant,90.00
variant,0.00
variant,40.00
variant,42923.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,1001.00
variant,10854.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2850.00
variant,0.00
variant,0.00
variant,0.00
variant,3296.00
variant,49.00
variant,1256.00
variant,0.00
variant,6105.00
variant,1576.00
variant,0.00
variant,0.00
variant,0.00
variant,3493.00
variant,14102.00
variant,0.00
variant,2168.00
variant,43775.00
variant,2194.00
variant,5.00
variant,24939.00
variant,6602.00
variant,1620.00
variant,61114.00
variant,3217.00
variant,0.00
variant,1184.00
variant,0.00
variant,189.00
variant,3685.00
variant,0.00
variant,2051.00
variant,3389.00
variant,0.00
variant,36375.00
variant,0.00
variant,0.00
variant,1034.00
variant,518.00
variant,116352.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5.00
variant,0.00
variant,109.00
variant,402.00
variant,0.00
variant,6742.00
variant,70.00
variant,0.00
variant,0.00
variant,6.00
variant,0.00
variant,0.00
variant,0.00
variant,3580.00
variant,1657.00
variant,60.00
variant,300.00
variant,1294.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,68384.00
variant,0.00
variant,2251.00
variant,12203.00
variant,0.00
variant,18506.00
variant,9604.00
variant,9.00
variant,8835.00
variant,0.00
variant,11454.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,38212.00
variant,0.00
variant,11.00
variant,0.00
variant,34.00
variant,22151.00
variant,5630.00
variant,7119.00
variant,6961.00
variant,0.00
variant,0.00
variant,5421.00
variant,703.00
variant,148231.00
variant,3906.00
variant,0.00
variant,0.00
variant,764.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,14180.00
variant,0.00
variant,0.00
variant,0.00
variant,13304.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,37253.00
variant,52209.00
variant,0.00
variant,0.00
variant,24592.00
variant,4262.00
variant,19409.00
variant,0.00
variant,33.00
variant,3600.00
variant,14235.00
variant,0.00
variant,23386.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,900.00
variant,665.00
variant,88.00
variant,0.00
variant,38717.00
variant,9344.00
variant,0.00
variant,5107.00
variant,557.00
variant,0.00
variant,0.00
variant,84.00
variant,895.00
variant,0.00
variant,0.00
variant,869.00
variant,7281.00
variant,0.00
variant,10712.00
variant,0.00
variant,900.00
variant,4247.00
variant,15259.00
variant,75006.00
variant,6022.00
variant,6443.00
variant,11681.00
variant,0.00
variant,3921.00
variant,9736.00
variant,7269.00
variant,0.00
variant,1077.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,536.00
variant,7662.00
variant,0.00
variant,96.00
variant,0.00
variant,729.00
variant,556.00
variant,9709.00
variant,96.00
variant,471.00
variant,539.00
variant,3359.00
variant,788.00
variant,60.00
variant,0.00
variant,6743.00
variant,22506.00
variant,12.00
variant,0.00
variant,0.00
variant,4521.00
variant,0.00
variant,7211.00
variant,2916.00
variant,166.00
variant,0.00
variant,0.00
variant,0.00
variant,1813.00
variant,0.00
variant,585.00
variant,32705.00
variant,0.00
variant,0.00
variant,0.00
variant,24532.00
variant,10589.00
variant,0.00
variant,843.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,15695.00
variant,0.00
variant,0.00
variant,2257.00
variant,0.00
variant,18.00
variant,0.00
variant,0.00
variant,2086.00
variant,9283.00
variant,0.00
variant,488.00
variant,1589.00
variant,14312.00
variant,0.00
variant,12438.00
variant,3793.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5435.00
variant,4699.00
variant,5245.00
variant,0.00
variant,0.00
variant,0.00
variant,18484.00
variant,13186.00
variant,0.00
variant,0.00
variant,0.00
variant,17027.00
variant,0.00
variant,0.00
variant,49947.00
variant,0.00
variant,0.00
variant,0.00
variant,18498.00
variant,3835.00
variant,3398.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,10063.00
variant,0.00
variant,40336.00
variant,1066.00
variant,1345.00
variant,7459.00
variant,5107.00
variant,1661.00
variant,0.00
variant,0.00
variant,0.00
variant,30352.00
variant,953.00
variant,3408.00
variant,0.00
variant,1652.00
variant,7103.00
variant,0.00
variant,6483.00
variant,2700.00
variant,1461.00
variant,395.00
variant,0.00
variant,4.00
variant,0.00
variant,1571.00
variant,1371.00
variant,0.00
variant,0.00
variant,189.00
variant,0.00
variant,3272.00
variant,2068.00
variant,0.00
variant,0.00
variant,7586.00
variant,0.00
variant,4647.00
variant,0.00
variant,12596.00
variant,8441.00
variant,4036.00
variant,72969.00
variant,334.00
variant,15.00
variant,7.00
variant,0.00
variant,188837.00
variant,1346.00
variant,1950.00
variant,0.00
variant,38.00
variant,7129.00
variant,2582.00
variant,0.00
variant,437.00
variant,3904.00
variant,0.00
variant,24138.00
variant,0.00
variant,1687.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7893.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,129325.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,4363.00
variant,0.00
variant,0.00
variant,0.00
variant,2686.00
variant,0.00
variant,1384.00
variant,0.00
variant,0.00
variant,0.00
variant,2577.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,13597.00
variant,521.00
variant,0.00
variant,0.00
variant,4160.00
variant,0.00
variant,0.00
variant,3.00
variant,850.00
variant,231053.00
variant,5822.00
variant,0.00
variant,773.00
variant,0.00
variant,23933.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,57378.00
variant,206.00
variant,5171.00
variant,25585.00
variant,0.00
variant,0.00
variant,0.00
variant,39812.00
variant,49.00
variant,112042.00
variant,3237.00
variant,0.00
variant,0.00
variant,11.00
variant,1966.00
variant,21024.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,36068.00
variant,0.00
variant,4985.00
variant,1745.00
variant,0.00
variant,11162.00
variant,0.00
variant,0.00
variant,41.00
variant,0.00
variant,22369.00
variant,20909.00
variant,2407.00
variant,107.00
variant,15924.00
variant,0.00
variant,22212.00
variant,709.00
variant,0.00
variant,23860.00
variant,1025.00
variant,0.00
variant,12960.00
variant,0.00
variant,0.00
variant,0.00
variant,2418.00
variant,8.00
variant,11278.00
variant,0.00
variant,0.00
variant,9133.00
variant,14188.00
variant,0.00
variant,0.00
variant,22010.00
variant,0.00
variant,0.00
variant,17782.00
variant,0.00
variant,0.00
variant,1634.00
variant,0.00
variant,2200.00
variant,0.00
variant,0.00
variant,0.00
variant,4705.00
variant,0.00
variant,0.00
variant,860.00
variant,6.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5333.00
variant,0.00
variant,50948.00
variant,2839.00
variant,0.00
variant,0.00
variant,3331.00
variant,11784.00
variant,4.00
variant,0.00
variant,5742.00
variant,0.00
variant,36874.00
variant,0.00
variant,484.00
variant,0.00
variant,0.00
variant,1872.00
variant,0.00
variant,1816.00
variant,0.00
variant,0.00
variant,1384.00
variant,26832.00
variant,0.00
variant,0.00
variant,0.00
variant,820.00
variant,0.00
variant,3341.00
variant,7340.00
variant,52972.00
variant,0.00
variant,0.00
variant,15266.00
variant,4352.00
variant,36171.00
variant,31490.00
variant,0.00
variant,1651.00
variant,5367.00
variant,21759.00
variant,8895.00
variant,69834.00
variant,0.00
variant,16535.00
variant,5557.00
variant,14777.00
variant,5330.00
variant,0.00
variant,0.00
variant,3701.00
variant,10105.00
variant,0.00
variant,0.00
variant,922.00
variant,0.00
variant,8013.00
variant,4032.00
variant,0.00
variant,82.00
variant,3310.00
variant,0.00
variant,2532.00
variant,0.00
variant,0.00
variant,80.00
variant,0.00
variant,0.00
variant,9367.00
variant,14406.00
variant,0.00
variant,0.00
variant,0.00
variant,71.00
variant,9504.00
variant,0.00
variant,0.00
variant,126.00
variant,375.00
variant,56280.00
variant,26792.00
variant,0.00
variant,0.00
variant,8123.00
variant,0.00
variant,0.00
variant,2131.00
variant,0.00
variant,23662.00
variant,498.00
variant,83292.00
variant,0.00
variant,0.00
variant,1200.00
variant,0.00
variant,0.00
variant,101568.00
variant,2210.00
variant,12878.00
variant,6.00
variant,6856.00
variant,0.00
variant,0.00
variant,0.00
variant,3263.00
variant,0.00
variant,33030.00
variant,5981.00
variant,19721.00
variant,0.00
variant,28547.00
variant,0.00
variant,0.00
variant,42708.00
variant,0.00
variant,810.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,3614.00
variant,3119.00
variant,0.00
variant,10041.00
variant,3664.00
variant,0.00
variant,0.00
variant,3916.00
variant,1436.00
variant,11160.00
variant,0.00
variant,0.00
variant,54508.00
variant,23104.00
variant,47.00
variant,0.00
variant,0.00
variant,14090.00
variant,3092.00
variant,5474.00
variant,0.00
variant,487.00
variant,0.00
variant,0.00
variant,7288.00
variant,0.00
variant,1631.00
variant,0.00
variant,0.00
variant,0.00
variant,5308.00
variant,0.00
variant,0.00
variant,0.00
variant,18306.00
variant,0.00
variant,0.00
variant,2127.00
variant,0.00
variant,0.00
variant,3167.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,4657.00
variant,29617.00
variant,16607.00
variant,0.00
variant,47536.00
variant,0.00
variant,0.00
variant,0.00
variant,20968.00
variant,661.00
variant,0.00
variant,0.00
variant,0.00
variant,32323.00
variant,0.00
variant,11732.00
variant,295.00
variant,12744.00
variant,0.00
variant,4438.00
variant,0.00
variant,20982.00
variant,7001.00
variant,0.00
variant,20303.00
variant,18071.00
variant,0.00
variant,0.00
variant,765.00
variant,89458.00
variant,0.00
variant,0.00
variant,13764.00
variant,0.00
variant,9185.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,76.00
variant,0.00
variant,56.00
variant,32110.00
variant,880.00
variant,0.00
variant,0.00
variant,62114.00
variant,2258.00
variant,10788.00
variant,2667.00
variant,23878.00
variant,20870.00
variant,18077.00
variant,0.00
variant,0.00
variant,0.00
variant,121449.00
variant,25302.00
variant,1339.00
variant,0.00
variant,10968.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,8503.00
variant,8673.00
variant,0.00
variant,462.00
variant,2128.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2210.00
variant,0.00
variant,184.00
variant,2988.00
variant,89.00
variant,0.00
variant,47506.00
variant,894.00
variant,0.00
variant,0.00
variant,2142.00
variant,273.00
variant,1897.00
variant,0.00
variant,0.00
variant,16.00
variant,21863.00
variant,0.00
variant,0.00
variant,3706.00
variant,1681.00
variant,0.00
variant,0.00
variant,110.00
variant,1466.00
variant,1914.00
variant,35.00
variant,14561.00
variant,4528.00
variant,0.00
variant,3960.00
variant,1660.00
variant,241.00
variant,2614.00
variant,0.00
variant,240.00
variant,2539.00
variant,0.00
variant,6689.00
variant,6383.00
variant,38360.00
variant,0.00
variant,149.00
variant,13529.00
variant,12692.00
variant,3477.00
variant,0.00
variant,25.00
variant,0.00
variant,646.00
variant,0.00
variant,258.00
variant,808.00
variant,1816.00
variant,146812.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,988.00
variant,2176.00
variant,0.00
variant,4508.00
variant,0.00
variant,0.00
variant,0.00
variant,100177.00
variant,0.00
variant,14216.00
variant,0.00
variant,3386.00
variant,0.00
variant,0.00
variant,1681.00
variant,0.00
variant,6081.00
variant,11424.00
variant,4901.00
variant,70.00
variant,1183.00
variant,0.00
variant,0.00
variant,98119.00
variant,5337.00
variant,0.00
variant,4132.00
variant,0.00
variant,238.00
variant,0.00
variant,0.00
variant,941.00
variant,10511.00
variant,0.00
variant,0.00
variant,60.00
variant,0.00
variant,0.00
variant,0.00
variant,1653.00
variant,885.00
variant,0.00
variant,15868.00
variant,0.00
variant,2511.00
variant,0.00
variant,0.00
variant,4905.00
variant,0.00
variant,1032.00
variant,0.00
variant,27.00
variant,6844.00
variant,0.00
variant,22887.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,2335.00
variant,2731.00
variant,815.00
variant,0.00
variant,12333.00
variant,0.00
variant,0.00
variant,0.00
variant,728.00
variant,0.00
variant,26157.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,15035.00
variant,0.00
variant,0.00
variant,3954.00
variant,51912.00
variant,153.00
variant,12145.00
variant,0.00
variant,0.00
variant,0.00
variant,16950.00
variant,0.00
variant,0.00
variant,0.00
variant,12277.00
variant,0.00
variant,0.00
variant,17164.00
variant,6593.00
variant,811.00
variant,0.00
variant,14847.00
variant,0.00
variant,1676.00
variant,0.00
variant,0.00
variant,0.00
variant,2651.00
variant,0.00
variant,76.00
variant,19441.00
variant,24533.00
variant,0.00
variant,11.00
variant,0.00
variant,23450.00
variant,0.00
variant,0.00
variant,0.00
variant,5259.00
variant,0.00
variant,20139.00
variant,2502.00
variant,0.00
variant,793.00
variant,0.00
variant,1593.00
variant,700.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,7151.00
variant,0.00
variant,1717.00
variant,5851.00
variant,3680.00
variant,2173.00
variant,23655.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,36492.00
variant,0.00
variant,0.00
variant,12270.00
variant,0.00
variant,5167.00
variant,0.00
variant,2252.00
variant,0.00
variant,130408.00
variant,85231.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,27889.00
variant,0.00
variant,0.00
variant,0.00
variant,6376.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,5961.00
variant,0.00
variant,7191.00
variant,18831.00
variant,11.00
variant,50.00
variant,0.00
variant,0.00
variant,432.00
variant,31265.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,0.00
variant,19479.00
variant,134.00
variant,15634.00
variant,1818.00
variant,0.00
variant,2711.00
variant,105545.00
variant,1978.00
variant,2963.00
variant,18192.00
variant,18.00
variant,0.00
variant,0.00
variant,23879.00
variant,0.00
variant,8471.00
variant,0.00
variant,12515.00
variant,0.00
variant,2569.00
variant,0.00
variant,0.00
variant,1907.00
variant,0.00
variant,5388.00
variant,0.00
variant,0.00
variant,1997.00
variant,97.00
variant,12.00
variant,0.00
variant,1661.00
variant,0.00
variant,0.00
variant,0.00
variant,11363.00
variant,0.00
variant,25918.00
variant,3301.00
variant,1681.00
variant,0.00
variant,0.00
variant,52963.00
variant,98.00
variant,0.00
variant,0.00
variant,3030.00
